id,name,lat,lon,verdict,reason
overture:Madureira rj:-22.87849:-43.33908,Madureira rj,-22.87848663330078,-43.33908081054688,REJECT,bare neighborhood name
overture:Maggiore Residenziale - Sacisa:-22.89429:-43.27417,Maggiore Residenziale - Sacisa,-22.894285202026367,-43.274169921875,REJECT,"condo explicitly ""Residenziale"""
overture:Mais + Recanto da Taquara - ROSSI:-22.91913:-43.36464,Mais + Recanto da Taquara - ROSSI,-22.919132232666016,-43.3646354675293,REJECT,condo (Rossi developer brand)
overture:Maison Merlot:-22.93153:-43.36216,Maison Merlot,-22.93152618408203,-43.36215591430664,REJECT,condo with French aspirational name
overture:Maison Paradis:-23.02509:-43.48920,Maison Paradis,-23.025087356567383,-43.48919677734375,REJECT,condo with French aspirational name
overture:Maison Saint Marcelin:-22.95956:-43.20195,Maison Saint Marcelin,-22.95956420898437,-43.20194625854492,REJECT,condo with French aspirational name
overture:Maison du Soleil:-22.90478:-43.28212,Maison du Soleil,-22.90477561950684,-43.28212356567383,REJECT,condo with French aspirational name
overture:Majestic Cyrela:-22.96508:-43.38644,Majestic Cyrela,-22.96508407592773,-43.38643646240234,REJECT,condo (Cyrela developer brand)
overture:Majesty:-22.93172:-43.33347,Majesty,-22.931724548339844,-43.333473205566406,REJECT,generic condo branding
overture:Maluco 22:-22.98865:-43.24904,Maluco 22,-22.98865127563477,-43.24904251098633,REJECT,nonsensical bar-type name
overture:Mandarim Península Barra:-22.99051:-43.35168,Mandarim Península Barra,-22.99051094055176,-43.35167694091797,REJECT,condo/residential development marketing name
overture:Mangueira (cidade do Rio de Janeiro):-22.90389:-43.23695,Mangueira (cidade do Rio de Janeiro),-22.903892517089844,-43.23694610595703,REJECT,bare neighborhood name wikidata artifact
overture:Mangueiral:-22.88504:-43.42033,Mangueiral,-22.88504219055176,-43.42033004760742,REJECT,residential complex name
overture:Manoel Leitao:-22.91894:-43.21540,Manoel Leitao,-22.918943405151367,-43.21539688110352,UNCERTAIN,unclear if street or distinct site
overture:Mansão Bitcoin:-23.03401:-43.48861,Mansão Bitcoin,-23.03400993347168,-43.48860549926758,REJECT,joke/nickname house name
overture:Mansão Boa Vista:-22.96005:-43.27124,Mansão Boa Vista,-22.960054397583008,-43.27123641967773,UNCERTAIN,"possible historic estate, unverified"
overture:Mansão Marins:-22.81730:-43.31696,Mansão Marins,-22.81729507446289,-43.31695938110352,REJECT,surname-based private house nickname
overture:Mansão Ross:-22.97429:-43.33310,Mansão Ross,-22.974294662475582,-43.333099365234375,REJECT,surname-based private house nickname
overture:Mansão de Pedra Guedes:-22.83639:-43.31983,Mansão de Pedra Guedes,-22.836389541625977,-43.31982803344727,UNCERTAIN,"possible historic stone mansion, unverified"
overture:Mansão dos Cordeiros:-22.85305:-43.46699,Mansão dos Cordeiros,-22.853050231933597,-43.46698760986328,REJECT,surname-based private house nickname
overture:Mansão dos Dantas:-22.91940:-43.35192,Mansão dos Dantas,-22.919395446777344,-43.35192108154297,REJECT,surname-based private house nickname
overture:Mansão dos Fernandes:-22.81064:-43.31493,Mansão dos Fernandes,-22.810644149780277,-43.31493377685547,REJECT,surname-based private house nickname
overture:Mansão dos Kaulino's:-22.81204:-43.20627,Mansão dos Kaulino's,-22.81204032897949,-43.20626831054688,REJECT,surname-based private house nickname
overture:Mansões da Prata:-22.91487:-43.51844,Mansões da Prata,-22.914871215820312,-43.518436431884766,REJECT,residential condo marketing name
overture:Mar de Ibiza:-22.90161:-43.10190,Mar de Ibiza,-22.901613235473636,-43.10190200805664,REJECT,aspirational condo marketing name
overture:Maramar:-23.03278:-43.49314,Maramar,-23.03277969360352,-43.49314498901367,REJECT,condo development portmanteau name
overture:Maraville  Rio Grande:-22.91859:-43.38926,Maraville  Rio Grande,-22.91859436035156,-43.38925552368164,REJECT,condo marketing name
overture:Marcão Comunidade Novo Rio:-22.96186:-43.34776,Marcão Comunidade Novo Rio,-22.961856842041016,-43.34775924682617,REJECT,informal community nickname
overture:Mare Pontal Oceanico:-23.02125:-43.50576,Mare Pontal Oceanico,-23.02125358581543,-43.50575637817383,REJECT,condo marketing name
overture:Maria:-22.86835:-43.79301,Maria,-22.86834716796875,-43.79301071166992,REJECT,bare personal name
overture:Marquês de valença:-22.92118:-43.22574,Marquês de valença,-22.92117500305176,-43.22573852539063,UNCERTAIN,"possible historic street/place, unverified"
overture:Martins Pena_ Vila São Luiz:-22.77820:-43.29087,Martins Pena_ Vila São Luiz,-22.7782039642334,-43.29086685180664,REJECT,street/village address fragment
overture:Matinho:-22.89017:-43.34782,Matinho,-22.89016532897949,-43.34782409667969,REJECT,bare generic word
overture:Matizes Icarai Niteroi:-22.90472:-43.11168,Matizes Icarai Niteroi,-22.904720306396484,-43.1116828918457,REJECT,condo marketing name
overture:Mazzetti:-22.86252:-43.30518,Mazzetti,-22.862520217895508,-43.30517578125,UNCERTAIN,"bare surname, unclear referent"
overture:Mc Nego do Borel:-23.06712:-43.56572,Mc Nego do Borel,-23.067123413085938,-43.56571578979492,REJECT,personal/artist nickname
overture:Mendanha:-22.85416:-43.53953,Mendanha,-22.854156494140625,-43.53953170776367,KEEP,likely refers to Serra do Mendanha natural landmark
overture:Meringuava 1396:-22.91545:-43.38790,Meringuava 1396,-22.91545295715332,-43.38790130615234,REJECT,address-numbered condo entry
overture:Mesa do Imperado:-22.96851:-43.25685,Mesa do Imperado,-22.968505859375,-43.25685119628906,KEEP,likely Mesa do Imperador historic viewpoint
overture:Mesquita:-22.79243:-43.42739,Mesquita,-22.792428970336918,-43.42738723754883,REJECT,bare municipality name
overture:Mesquita rj:-22.79668:-43.44059,Mesquita rj,-22.79667854309082,-43.44058609008789,REJECT,bare municipality name with state suffix
overture:Meu lar:-22.91109:-43.10627,Meu lar,-22.91109085083008,-43.10627365112305,REJECT,generic personal home label
overture:Minha:-22.86238:-43.78281,Minha,-22.86237907409668,-43.782806396484375,UNCERTAIN,"unmatched in classification pass, defaulted prudently"
overture:Minha Casa Minha Vida:-22.90293:-43.56105,Minha Casa Minha Vida,-22.90293312072754,-43.5610466003418,REJECT,government housing program name
overture:Minha Praia Cond. Clube:-22.96761:-43.39702,Minha Praia Cond. Clube,-22.96761131286621,-43.39702224731445,REJECT,condo club name
overture:Minha cass:-22.88406:-43.43050,Minha cass,-22.884056091308597,-43.43049621582031,REJECT,personal home nickname/typo
overture:Mirante 4:-22.98822:-43.23178,Mirante 4,-22.988224029541016,-43.231781005859375,REJECT,generic unnamed numbered viewpoint
overture:Mirante Do Ttk:-22.92429:-43.18169,Mirante Do Ttk,-22.924293518066406,-43.18169021606445,UNCERTAIN,"unclear abbreviation, possible viewpoint"
overture:Mirante JW Marriott:-22.97226:-43.18560,Mirante JW Marriott,-22.972257614135746,-43.18560028076172,REJECT,hotel-branded viewpoint
overture:Mirante Jackson de Figueiredo:-23.00865:-43.28787,Mirante Jackson de Figueiredo,-23.00864791870117,-43.287872314453125,KEEP,known named mirante in Parque da Cidade
overture:Mirante Livingstone Rezende:-22.81879:-43.20559,Mirante Livingstone Rezende,-22.81879234313965,-43.2055892944336,KEEP,specifically named mirante
overture:Mirante Sétimo Céu:-22.98915:-43.22905,Mirante Sétimo Céu,-22.989154815673828,-43.22904968261719,KEEP,known named mirante
overture:Mirante da Imprensa:-22.96904:-43.22513,Mirante da Imprensa,-22.969038009643555,-43.225128173828125,KEEP,specifically named mirante
overture:Mirante da Praia da Joatinga:-23.01493:-43.28840,Mirante da Praia da Joatinga,-23.014928817749023,-43.28839874267578,KEEP,specifically named viewpoint
overture:Mirante da bt:-22.83556:-43.28728,Mirante da bt,-22.83555793762207,-43.28727722167969,UNCERTAIN,"unclear abbreviation ""bt"""
overture:Mirante de Boa Viagem:-22.90583:-43.12501,Mirante de Boa Viagem,-22.905834197998047,-43.1250114440918,KEEP,known viewpoint in Niterói
overture:Mirante do Caete:-22.98485:-43.27874,Mirante do Caete,-22.984851837158203,-43.27873611450195,KEEP,specifically named mirante
overture:Mirante do Excelsior:-22.94243:-43.27275,Mirante do Excelsior,-22.942432403564453,-43.27275085449219,KEEP,specifically named mirante
overture:Mirante do Leblon:-22.98967:-43.22740,Mirante do Leblon,-22.989673614501957,-43.22739791870117,KEEP,well-known named viewpoint
overture:Mirante do Leme:-22.96257:-43.16579,Mirante do Leme,-22.962566375732425,-43.165794372558594,KEEP,well-known named viewpoint
overture:Mirante do Morro da Cruz:-22.76779:-43.11370,Mirante do Morro da Cruz,-22.767791748046875,-43.11370086669922,KEEP,well-known viewpoint in Niterói
overture:Mirante do Pavão:-22.97929:-43.19313,Mirante do Pavão,-22.979291915893555,-43.1931266784668,KEEP,specifically named mirante
overture:Mirante do Pontal:-23.03419:-43.49143,Mirante do Pontal,-23.0341911315918,-43.491432189941406,KEEP,specifically named mirante
overture:Mirante do Rato Molhado:-22.92379:-43.18671,Mirante do Rato Molhado,-22.92378807067871,-43.18670654296875,KEEP,specifically named trail viewpoint
overture:Mirante do Rio Grande:-22.92023:-43.39856,Mirante do Rio Grande,-22.92023086547852,-43.398563385009766,KEEP,specifically named mirante
overture:Mirante do Roncador:-23.03787:-43.49949,Mirante do Roncador,-23.03787422180176,-43.499488830566406,KEEP,specifically named mirante
overture:Moinho Fluminense:-22.89627:-43.19144,Moinho Fluminense,-22.896270751953125,-43.191436767578125,KEEP,historic grain mill landmark
overture:Monte Horebe em Mesquita RJ:-22.84855:-43.32082,Monte Horebe em Mesquita RJ,-22.84854888916016,-43.3208236694336,UNCERTAIN,possible church site name
overture:Monumental Okara:-22.88693:-43.11248,Monumental Okara,-22.886926651000977,-43.11248397827149,REJECT,condo/residential marketing name
overture:Mood Lapa:-22.91409:-43.18892,Mood Lapa,-22.91408920288086,-43.18891906738281,REJECT,business/venue name
overture:Morada Delas:-22.97532:-43.32681,Morada Delas,-22.975324630737305,-43.326805114746094,REJECT,residential development name
overture:Morada do Sol - Bloco D:-22.95650:-43.17863,Morada do Sol - Bloco D,-22.95650100708008,-43.17863464355469,REJECT,residential building block
overture:Morada dos Colibris - JPA:-22.92698:-43.38815,Morada dos Colibris - JPA,-22.926977157592773,-43.388145446777344,REJECT,residential complex name
overture:Moradas Do Itanhangá Condominium:-22.97564:-43.32765,Moradas Do Itanhangá Condominium,-22.97563934326172,-43.3276481628418,REJECT,explicitly a condominium
overture:Moradas Santa Clara:-22.75131:-43.42268,Moradas Santa Clara,-22.75130844116211,-43.42268371582031,REJECT,residential complex name
overture:Moradas do Itanhangá:-22.97699:-43.32949,Moradas do Itanhangá,-22.97698974609375,-43.32949447631836,REJECT,residential complex name
"overture:Morro Boa Vista (berg i Brasilien, Rio de Janeiro, Rio de Janeiro):-22.96413:-43.26356","Morro Boa Vista (berg i Brasilien, Rio de Janeiro, Rio de Janeiro)",-22.964130401611328,-43.2635612487793,REJECT,foreign-language wikidata label artifact
overture:Morro Do Embaixador:-22.77518:-43.33804,Morro Do Embaixador,-22.775184631347656,-43.338035583496094,KEEP,named hill
overture:Morro Do Familia:-22.90691:-43.30569,Morro Do Familia,-22.906911849975582,-43.30569076538086,KEEP,named hill
overture:Morro Do Joá - Rio De Janeiro:-22.96138:-43.20719,Morro Do Joá - Rio De Janeiro,-22.96138000488281,-43.20719146728516,KEEP,well-known named hill
overture:Morro Pau da Bandeira:-22.91416:-43.25778,Morro Pau da Bandeira,-22.914161682128903,-43.25778198242188,KEEP,named hill
overture:Morro Santo Amaro:-22.92361:-43.18056,Morro Santo Amaro,-22.92361068725586,-43.18056488037109,KEEP,named hill
"overture:Morro da Bica (kulle i Brasilien, lat -22,81, long -43,19):-22.81439:-43.19375","Morro da Bica (kulle i Brasilien, lat -22,81, long -43,19)",-22.814388275146484,-43.19375228881836,REJECT,foreign-language wikidata label artifact
overture:Morro da Boa Vista São Lourenço Niterói:-22.88695:-43.11089,Morro da Boa Vista São Lourenço Niterói,-22.886947631835938,-43.11088943481445,KEEP,named hill
overture:Morro da Cachoeirinha:-22.91972:-43.27778,Morro da Cachoeirinha,-22.919723510742188,-43.27777862548828,KEEP,named hill
overture:Morro da Caixa D'Água (berg):-22.90260:-43.39376,Morro da Caixa D'Água (berg),-22.902603149414062,-43.39375686645508,REJECT,foreign-language wikidata label artifact
"overture:Morro da Conceição (kulle i Brasilien, lat -22,82, long -43,35):-22.81581:-43.35355","Morro da Conceição (kulle i Brasilien, lat -22,82, long -43,35)",-22.815813064575195,-43.353546142578125,REJECT,foreign-language wikidata label artifact
overture:Morro da Eno:-22.82360:-43.31138,Morro da Eno,-22.823598861694336,-43.31137847900391,KEEP,named hill
"overture:Morro da Formiga (kulle i Brasilien, Rio de Janeiro, Rio de Janeiro, lat -22,86, long -43,52):-22.85685:-43.52489","Morro da Formiga (kulle i Brasilien, Rio de Janeiro, Rio de Janeiro, lat -22,86, long -43,52)",-22.856853485107425,-43.52488708496094,REJECT,foreign-language wikidata label artifact
overture:Morro da Mangueira:-22.90389:-43.23695,Morro da Mangueira,-22.903892517089844,-43.23694610595703,KEEP,well-known named hill
overture:Morro da Quinta do Caju:-22.87437:-43.21205,Morro da Quinta do Caju,-22.874366760253903,-43.2120475769043,KEEP,named hill
"overture:Morro da Tapera (kulle i Brasilien, Rio de Janeiro):-22.81223:-43.17902","Morro da Tapera (kulle i Brasilien, Rio de Janeiro)",-22.812232971191406,-43.17902374267578,REJECT,foreign-language wikidata label artifact
"overture:Morro das Araras (kulle i Brasilien, Rio de Janeiro):-22.78684:-43.17730","Morro das Araras (kulle i Brasilien, Rio de Janeiro)",-22.786840438842773,-43.17730331420898,REJECT,foreign-language wikidata label artifact
overture:Morro de São Lourenço:-22.88747:-43.11008,Morro de São Lourenço,-22.887466430664062,-43.11008071899414,KEEP,named hill
overture:Morro do Inglês:-22.94223:-43.20334,Morro do Inglês,-22.942228317260746,-43.20333862304688,KEEP,named historic hill
overture:Morro do Pica Pau:-22.98366:-43.31216,Morro do Pica Pau,-22.98366355895996,-43.31216049194336,KEEP,named hill
overture:Morro do Pico:-22.93130:-43.12339,Morro do Pico,-22.931299209594727,-43.12339019775391,KEEP,named hill
overture:Morro do Pontal de Sernambetiba:-23.03417:-43.47010,Morro do Pontal de Sernambetiba,-23.03417015075684,-43.470096588134766,KEEP,named hill
overture:Morro do Vintém:-22.89834:-43.26640,Morro do Vintém,-22.898338317871094,-43.266395568847656,KEEP,well-known named hill/trail
overture:Morro dos Caboclos:-22.95167:-43.51751,Morro dos Caboclos,-22.951669692993164,-43.51750946044922,KEEP,named hill
"overture:Morro dos Macacos (kulle i Brasilien, Rio de Janeiro, Rio de Janeiro, lat -22,89, long -43,43):-22.89316:-43.42504","Morro dos Macacos (kulle i Brasilien, Rio de Janeiro, Rio de Janeiro, lat -22,89, long -43,43)",-22.893163681030277,-43.42504119873047,REJECT,foreign-language wikidata label artifact
overture:Moto Táxi Village:-22.81504:-43.38102,Moto Táxi Village,-22.81503677368164,-43.38102340698242,REJECT,business (moto taxi service)
overture:Mudrá Full Living:-22.99906:-43.40622,Mudrá Full Living,-22.999061584472656,-43.40622329711914,REJECT,residential/wellness marketing name
overture:Murals in the Lapa district:-22.91511:-43.17903,Murals in the Lapa district,-22.915111541748047,-43.17902755737305,UNCERTAIN,generic area description not a named site
overture:Murdock House:-22.89293:-43.56692,Murdock House,-22.89292907714844,-43.5669174194336,UNCERTAIN,unclear if historic house
overture:Murinho da Urca:-22.93523:-43.17519,Murinho da Urca,-22.93523406982422,-43.17519378662109,KEEP,well-known Urca seawall promenade
overture:Musal:-22.88112:-43.38741,Musal,-22.881122589111328,-43.38741302490234,REJECT,bare unclear word
overture:Muzema:-22.99012:-43.32046,Muzema,-22.990123748779297,-43.32046127319336,REJECT,bare neighborhood/favela name
overture:Márcio Alto Aratanha:-22.91245:-43.56863,Márcio Alto Aratanha,-22.91245460510254,-43.56863021850586,UNCERTAIN,unclear personal+place combination
overture:Mário Carpenter:-22.88460:-43.29246,Mário Carpenter,-22.884601593017575,-43.29246139526367,REJECT,"personal name, no landmark indicator"
overture:Mérito Jacarepaguá:-22.95799:-43.34238,Mérito Jacarepaguá,-22.957992553710938,-43.342376708984375,REJECT,condo/residential brand name
overture:NOVO CCHCS:-22.83728:-43.32843,NOVO CCHCS,-22.8372802734375,-43.328426361083984,UNCERTAIN,unclear institutional acronym
overture:Nascimento Silva:-22.98180:-43.20896,Nascimento Silva,-22.98179817199707,-43.20895767211914,REJECT,likely street name
overture:Nau da Barra:-22.99765:-43.37819,Nau da Barra,-22.99764633178711,-43.37818908691406,KEEP,distinctive ship-shaped landmark building
overture:Nau dos Descobrimentos:-22.90502:-43.16987,Nau dos Descobrimentos,-22.905017852783203,-43.16987228393555,KEEP,known monument at Praça Mauá
overture:Ninho dos Accioly:-22.93819:-43.34105,Ninho dos Accioly,-22.938188552856445,-43.34104537963867,REJECT,personal family home nickname
overture:Niterói Working Center:-22.89399:-43.11955,Niterói Working Center,-22.89398956298828,-43.11954879760742,REJECT,business coworking space
overture:No Morro da Caixa d' Água:-22.91389:-43.35693,No Morro da Caixa d' Água,-22.913894653320312,-43.35692596435547,REJECT,"informal locational phrase, not a proper name"
overture:No Quintal do Gica:-22.82630:-43.39866,No Quintal do Gica,-22.8262996673584,-43.39866256713867,REJECT,personal home nickname
overture:Nobrega UM:-22.90129:-43.10555,Nobrega UM,-22.901287078857425,-43.10554885864258,REJECT,condo building name
overture:Norte Dreams:-22.89076:-43.26960,Norte Dreams,-22.890756607055664,-43.26959991455078,REJECT,aspirational condo marketing name
overture:Norte Premium:-22.88908:-43.28715,Norte Premium,-22.88907814025879,-43.28715133666992,REJECT,condo marketing name
overture:Nova CCPL:-22.89126:-43.24746,Nova CCPL,-22.891263961791992,-43.24745941162109,UNCERTAIN,unclear institutional acronym
overture:Novo Horizonte:-22.95630:-43.33354,Novo Horizonte,-22.956300735473636,-43.33353805541992,REJECT,generic community name
overture:O`Sullivan House:-22.87353:-43.41301,O`Sullivan House,-22.87352752685547,-43.41301345825195,UNCERTAIN,unclear if historic house
overture:Obelisco da Avenida Rio Branco:-22.91271:-43.17479,Obelisco da Avenida Rio Branco,-22.9127140045166,-43.1747932434082,KEEP,real monument obelisk
overture:Ocean Breeze:-23.01752:-43.48178,Ocean Breeze,-23.017518997192383,-43.48177719116211,REJECT,condo marketing name
overture:Ocean Star:-23.01006:-43.35205,Ocean Star,-23.010059356689453,-43.35205459594727,REJECT,condo marketing name
overture:Oceana Golf - Absolute Design:-23.00058:-43.40428,Oceana Golf - Absolute Design,-23.000577926635746,-43.40427780151367,REJECT,condo development marketing name
overture:Oceana Golf Barra da Tijuca:-23.00125:-43.40755,Oceana Golf Barra da Tijuca,-23.00124931335449,-43.40754699707031,REJECT,condo development marketing name
overture:Oceana Waterfront:-23.02651:-43.46272,Oceana Waterfront,-23.026506423950195,-43.46271896362305,REJECT,condo marketing name
overture:Oceanside Recreio - Emccamp:-23.01872:-43.48559,Oceanside Recreio - Emccamp,-23.01871681213379,-43.48559188842773,REJECT,condo development by named builder
overture:On Botafogo Voluntarios da Patria Cyrela:-22.95150:-43.18542,On Botafogo Voluntarios da Patria Cyrela,-22.95149803161621,-43.18541717529297,REJECT,condo development by named builder
overture:On The Sea Arpoador:-22.98727:-43.19058,On The Sea Arpoador,-22.98727035522461,-43.19058227539063,REJECT,condo marketing name
overture:Only by Living:-22.88636:-43.28004,Only by Living,-22.88636016845703,-43.28003692626953,REJECT,marketing slogan
overture:Opera di Milano Residenza:-22.90298:-43.10452,Opera di Milano Residenza,-22.902982711791992,-43.1045150756836,REJECT,aspirational condo marketing name
overture:Orange Village Condo:-22.87266:-43.53069,Orange Village Condo,-22.872657775878903,-43.53068542480469,REJECT,explicitly a condo
overture:Oreo Clapp:-22.88041:-43.30785,Oreo Clapp,-22.880409240722656,-43.30785369873047,REJECT,likely business name
overture:Oriente-se:-22.90866:-43.23434,Oriente-se,-22.908655166625977,-43.23434066772461,REJECT,"generic phrase, not a site"
overture:Osvaldo Cruz (bairro do Rio de Janeiro):-22.87056:-43.35001,Osvaldo Cruz (bairro do Rio de Janeiro),-22.870555877685547,-43.350006103515625,REJECT,bare neighborhood name wikidata artifact
overture:PEDRA De Guaratba:-22.99120:-43.62716,PEDRA De Guaratba,-22.99120330810547,-43.62716293334961,KEEP,named rock/natural feature
overture:PNR1 ESAO:-22.86172:-43.39312,PNR1 ESAO,-22.861722946166992,-43.39311981201172,UNCERTAIN,"likely military school acronym, unclear"
overture:Padre miguel:-22.86308:-43.45351,Padre miguel,-22.86308479309082,-43.45351409912109,REJECT,bare neighborhood name
overture:Painel Etnias:-22.89513:-43.18488,Painel Etnias,-22.895132064819336,-43.18487930297852,KEEP,"famous Kobra ""Etnias"" mural landmark"
overture:Palace II:-23.00616:-43.32227,Palace II,-23.00615882873535,-43.322265625,REJECT,generic condo tower name
overture:Palacete Laguna:-22.91157:-43.22294,Palacete Laguna,-22.91157341003418,-43.222938537597656,REJECT,condo development name
overture:Palacete Princesa Isabel:-22.92320:-43.69316,Palacete Princesa Isabel,-22.92320442199707,-43.69315719604492,KEEP,plausible historic palacete
overture:Palacio de Buckingham:-22.98465:-43.20006,Palacio de Buckingham,-22.98465347290039,-43.2000617980957,REJECT,joke/nickname house name
overture:Palacio de Edimburgo:-22.93369:-43.20023,Palacio de Edimburgo,-22.93369483947754,-43.200225830078125,REJECT,joke/nickname house name
overture:Palazzo Botafogo:-22.95681:-43.18441,Palazzo Botafogo,-22.956811904907227,-43.18441009521485,REJECT,aspirational condo marketing name
overture:Palazzo Di Shangri La:-22.95410:-43.18138,Palazzo Di Shangri La,-22.954099655151367,-43.18137741088867,REJECT,aspirational condo marketing name
overture:Palhaçada Real:-23.02402:-43.49128,Palhaçada Real,-23.024023056030277,-43.49127578735352,REJECT,nonsensical/joke name
"overture:Palmas, Ilha Grande:-22.97177:-43.19020","Palmas, Ilha Grande",-22.971773147583008,-43.1901969909668,UNCERTAIN,"possible beach name, unverified"
overture:Palmeira Imperial:-22.96955:-43.22469,Palmeira Imperial,-22.96954917907715,-43.22468566894531,KEEP,likely famous imperial palm tree landmark
overture:Palmeiras da Penha:-22.83789:-43.27642,Palmeiras da Penha,-22.83788681030273,-43.27642440795898,UNCERTAIN,"generic descriptive name, unclear referent"
overture:Palácio Arariboia:-22.89449:-43.12125,Palácio Arariboia,-22.89448547363281,-43.12125396728516,KEEP,"historic palace, Niterói city hall"
overture:Palácio De La Potrinyh - Malvinas:-22.86029:-43.48187,Palácio De La Potrinyh - Malvinas,-22.860286712646484,-43.48186874389648,REJECT,garbled nonsensical name
overture:Palácio Vigia:-22.90127:-43.17642,Palácio Vigia,-22.90126609802246,-43.17641830444336,UNCERTAIN,unclear if genuine site
overture:Pan De Azucar:-22.95456:-43.16706,Pan De Azucar,-22.95456314086914,-43.16706085205078,UNCERTAIN,possibly mislabeled Sugarloaf reference or business
overture:Paradigma:-22.89704:-43.12176,Paradigma,-22.89703941345215,-43.12176132202149,REJECT,"bare generic word, likely business"
overture:Parcão Tijuca:-22.93152:-43.24376,Parcão Tijuca,-22.93152236938477,-43.24375534057617,KEEP,known park in Tijuca
overture:Park Rossette:-22.91395:-43.60574,Park Rossette,-22.913951873779297,-43.605735778808594,REJECT,condo marketing name
overture:Park View Barra Bonita:-23.02324:-43.48694,Park View Barra Bonita,-23.023237228393555,-43.486942291259766,REJECT,condo marketing name
overture:Park condominium Onix:-22.90708:-43.67154,Park condominium Onix,-22.907081604003903,-43.67153549194336,REJECT,explicitly a condominium
overture:Park condominium Reality:-22.88015:-43.55083,Park condominium Reality,-22.880151748657227,-43.55083084106445,REJECT,explicitly a condominium
overture:Parque Anchieta:-22.83030:-43.41767,Parque Anchieta,-22.83029556274414,-43.41767120361328,KEEP,real historic park
overture:Parque Bondinho:-22.95553:-43.16701,Parque Bondinho,-22.955530166625977,-43.16700744628906,UNCERTAIN,possible reference to Sugarloaf cable car park
overture:Parque Coqueiros:-22.97472:-43.49840,Parque Coqueiros,-22.97472381591797,-43.4984016418457,KEEP,named park
overture:Parque Natural Municipal do Gericinó:-22.81271:-43.41616,Parque Natural Municipal do Gericinó,-22.812705993652344,-43.41615676879883,KEEP,real municipal natural park
overture:Parque Roma:-22.91414:-43.55687,Parque Roma,-22.914140701293945,-43.5568733215332,KEEP,named park
overture:Parque São Pedro:-22.86471:-43.46309,Parque São Pedro,-22.86471366882324,-43.46309280395508,KEEP,named park
overture:Parque das Ruínas:-22.91780:-43.18232,Parque das Ruínas,-22.917797088623047,-43.182315826416016,KEEP,famous park in Santa Teresa
overture:Parque dos Sonhos:-22.76287:-43.48895,Parque dos Sonhos,-22.76287078857422,-43.48894500732422,UNCERTAIN,could be legit park or marketing name
overture:Passarela Do 314:-22.99766:-43.23947,Passarela Do 314,-22.997663497924805,-43.23947143554688,UNCERTAIN,unclear community walkway reference
overture:Passarela GAGa:-22.96792:-43.17902,Passarela GAGa,-22.967920303344727,-43.17901992797852,UNCERTAIN,"unclear name, possible venue"
overture:Patrimovel Jardins do Valqueire:-22.88227:-43.35810,Patrimovel Jardins do Valqueire,-22.882265090942383,-43.358097076416016,REJECT,real estate agency listing
overture:Patrimovel Scena Laguna:-22.98374:-43.38143,Patrimovel Scena Laguna,-22.98373794555664,-43.38142776489258,REJECT,real estate agency listing
overture:Pau Grande:-22.83569:-43.28513,Pau Grande,-22.835691452026367,-43.28512573242188,UNCERTAIN,bare place name with some historic significance
overture:Pau-brasil:-22.96973:-43.22517,Pau-brasil,-22.9697265625,-43.22516632080078,REJECT,generic tree species name
overture:Paulo Prado 63:-22.87878:-43.35378,Paulo Prado 63,-22.87877655029297,-43.353782653808594,REJECT,street address with number
overture:Paço Real:-22.90393:-43.22131,Paço Real,-22.903932571411133,-43.22130584716797,UNCERTAIN,"possible historic palace reference, unverified"
overture:Paço de São Cristóvão:-22.90572:-43.22689,Paço de São Cristóvão,-22.905723571777344,-43.22689437866211,KEEP,historic imperial palace
overture:Peach Bali:-23.00909:-43.43728,Peach Bali,-23.009090423583984,-43.43728256225586,REJECT,foreign-sounding condo/development branding name
overture:Pedra Aguda:-22.98463:-43.27684,Pedra Aguda,-22.9846305847168,-43.27684020996094,KEEP,named rock outcrop natural landmark
overture:Pedra Negra:-22.95888:-43.41417,Pedra Negra,-22.958881378173828,-43.41416549682617,KEEP,named rock outcrop natural landmark
overture:Pedra da Babilônia:-22.91917:-43.22806,Pedra da Babilônia,-22.919166564941406,-43.228057861328125,KEEP,well-known named rock/hill landmark near Urca
overture:Pedra da Macumba:-23.03202:-43.48052,Pedra da Macumba,-23.032020568847656,-43.48051834106445,KEEP,named rock formation natural landmark
overture:Pedra da Onça:-22.78923:-43.16149,Pedra da Onça,-22.78923225402832,-43.16149139404297,KEEP,named rock formation natural landmark
overture:Pedra da Proa:-22.96410:-43.25652,Pedra da Proa,-22.964099884033203,-43.25651931762695,KEEP,named rock formation natural landmark
overture:Pedra da Tartaruga:-23.07331:-43.55126,Pedra da Tartaruga,-23.07331275939941,-43.5512580871582,KEEP,named rock formation natural landmark
overture:Pedra de Itapuca:-22.90514:-43.12016,Pedra de Itapuca,-22.90513801574707,-43.120155334472656,KEEP,well-known named rock in Niterói
overture:Pedra de Itapuã:-23.03223:-43.48084,Pedra de Itapuã,-23.032230377197266,-43.48084259033203,KEEP,named rock formation natural landmark
overture:Pedra de São Francisco:-22.94250:-43.31861,Pedra de São Francisco,-22.942502975463867,-43.3186149597168,KEEP,named rock formation natural landmark
overture:Pedra do Índio:-22.90503:-43.11832,Pedra do Índio,-22.905027389526367,-43.11832427978516,KEEP,named rock formation natural landmark
overture:Pena Turquesa:-22.95144:-43.19173,Pena Turquesa,-22.95144271850586,-43.19172668457031,UNCERTAIN,unclear whether real named site or business
